* Measurement data measured by REW V5.20.13
* Source: 마이크(EPOS GSX 30, MICROPHONE (마스), L, volume: 0.800. Timing signal peak level -12.3 dBFS, measurement signal peak level -12.3 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: 2023. 9. 20 오전 12:21:22
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -0.0178 ms (-6.1 mm, -0.24 in) using estimated IR delay relative to Acoustic reference played from SPEAKER L with no timing offset
* Measurement: Velvet L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 1.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
660.000000	93.666	-178.3584
670.000000	93.686	-177.7469
680.000000	93.709	-177.1280
690.000000	93.735	-176.4996
700.000000	93.761	-175.8841
710.000000	93.789	-175.2726
720.000000	93.819	-174.6533
730.000000	93.851	-174.0408
740.000000	93.886	-173.4280
750.000000	93.923	-172.8104
762.000000	93.970	-172.0690
775.000000	94.023	-171.2618
788.000000	94.081	-170.4573
800.000000	94.135	-169.7281
812.000000	94.186	-169.0102
825.000000	94.242	-168.2393
838.000000	94.301	-167.4771
850.000000	94.361	-166.7814
862.000000	94.424	-166.0993
875.000000	94.497	-165.3797
885.000000	94.556	-164.8388
900.000000	94.647	-164.0476
912.000000	94.722	-163.4320
925.000000	94.806	-162.7781
938.000000	94.894	-162.1333
950.000000	94.978	-161.5469
962.000000	95.065	-160.9686
975.000000	95.165	-160.3530
988.000000	95.267	-159.7571
1000.000000	95.357	-159.2313
1015.000000	95.459	-158.6116
1030.000000	95.556	-158.0399
1044.000000	95.648	-157.5591
1060.000000	95.759	-157.0730
1075.000000	95.865	-156.6789
1090.000000	95.973	-156.3449
1106.000000	96.089	-156.0506
1120.000000	96.190	-155.8395
1138.000000	96.320	-155.6277
1150.000000	96.405	-155.5204
1172.000000	96.559	-155.3906
1180.000000	96.614	-155.3642
1206.000000	96.791	-155.3449
1220.000000	96.884	-155.3738
1241.000000	97.027	-155.4656
1250.000000	97.093	-155.5205
1265.000000	97.209	-155.6312
1280.000000	97.330	-155.7677
1315.000000	97.611	-156.1705
1320.000000	97.650	-156.2370
1340.000000	97.805	-156.5266
1360.000000	97.956	-156.8500
1380.000000	98.103	-157.2051
1400.000000	98.247	-157.5937
1430.000000	98.457	-158.2370
1450.000000	98.592	-158.7005
1475.000000	98.756	-159.3215
1500.000000	98.914	-159.9865
1525.000000	99.066	-160.6915
1550.000000	99.211	-161.4381
1575.000000	99.350	-162.2276
1600.000000	99.484	-163.0527
1625.000000	99.615	-163.9129
1650.000000	99.740	-164.8049
1675.000000	99.857	-165.7257
1700.000000	99.965	-166.6736
1725.000000	100.064	-167.6423
1750.000000	100.153	-168.6286
1775.000000	100.233	-169.6288
1800.000000	100.303	-170.6373
1825.000000	100.363	-171.6496
1850.000000	100.414	-172.6587
1875.000000	100.455	-173.6603
1900.000000	100.486	-174.6523
1925.000000	100.508	-175.6296
1950.000000	100.522	-176.5860
1975.000000	100.528	-177.5183
2000.000000	100.526	-178.4223
2030.000000	100.515	-179.4632
2060.000000	100.495	179.5457
2090.000000	100.467	178.6078
2120.000000	100.432	177.7267
2140.000000	100.405	177.1726
2180.000000	100.344	176.1481
2200.000000	100.310	175.6789
2240.000000	100.237	174.8244
2270.000000	100.180	174.2551
2300.000000	100.121	173.7470
2330.000000	100.062	173.3005
2360.000000	100.004	172.9113
2400.000000	99.927	172.4783
2430.000000	99.871	172.2168
2470.000000	99.800	171.9462
2500.000000	99.750	171.7977
2540.000000	99.688	171.6656
2580.000000	99.633	171.6049
2620.000000	99.585	171.6088
2650.000000	99.554	171.6495
2690.000000	99.519	171.7500
2720.000000	99.498	171.8553
2760.000000	99.478	172.0311
2800.000000	99.466	172.2425
2850.000000	99.464	172.5477
2900.000000	99.477	172.8874
2950.000000	99.506	173.2512
3000.000000	99.551	173.6275
3040.000000	99.599	173.9288
3070.000000	99.642	174.1500
3110.000000	99.711	174.4343
3150.000000	99.794	174.7022
3200.000000	99.922	175.0052
3250.000000	100.072	175.2671
3300.000000	100.241	175.4793
3350.000000	100.432	175.6260
3400.000000	100.645	175.6827
3450.000000	100.883	175.6113
3500.000000	101.144	175.3529
3550.000000	101.421	174.8495
3600.000000	101.705	174.0669
3650.000000	101.989	172.9954
3700.000000	102.265	171.6309
3750.000000	102.525	169.9699
3820.000000	102.853	167.1370
3870.000000	103.047	164.7520
3950.000000	103.256	160.3693
4000.000000	103.301	157.3491
4060.000000	103.245	153.5700
4120.000000	103.070	149.7873
4180.000000	102.782	146.1985
4250.000000	102.314	142.5249
4310.000000	101.819	140.0173
4370.000000	101.264	138.2430
4440.000000	100.574	137.2056
4500.000000	99.981	137.2375
4550.000000	99.511	137.9042
4620.000000	98.930	139.7408
4680.000000	98.546	142.0014
4750.000000	98.282	145.0684
4820.000000	98.241	147.9965
4870.000000	98.330	149.6109
4940.000000	98.549	150.7816
5000.000000	98.740	150.6653
5080.000000	98.878	149.2501
5150.000000	98.833	147.4897
5220.000000	98.637	145.8850
